id,text,cleaned_text_with_stop_words_removal,label
1301618014639525889,"Part 3: police brutality is also a massive problem in Nepal. But since there are significantly less newas and other ethnicities in power, police brutality tends to affect the Newa communities disproportionately. Non Newas because of a prejudice use more violence in Newa protests.",part 3 polic brutal also massiv problem nepal sinc significantli less newa ethnic power polic brutal tend affect newa commun disproportion non newa prejudic use violenc newa protest,negative
1301600412886355968,"After ‘#military #provocations’ in Ladakh, #China funds anti-India protests along Indo-Nepal border #ChinaAggression #Dictatorship #Surveillance #ChinaCrimes #Censorship #BoycottChinaproducts #ChinaWarCrimes https://t.co/84iSd3tbCD",ladakh fund antiindia protest along indonep border,negative
1302010761116516355,@rock_7up @msapkota00043 Politicisation of crime and crimination of politics both are accepted by the fool citizen of Nepal then why are you discussing the known fact .Are you not Nepali?,politicis crime crimin polit accept fool citizen nepal discuss known fact nepali,negative
1301960040929062912,"Internal power struggle in #NCP dragged on for so long at a time when country was reeling under #COVID19 emergency, is a proof dt #Nepal politics is not about improving governance &amp; service delivery to citizens,but about bhagbanda division of the spoils. https://t.co/J9AYAzzOAA",intern power struggl drag long timewhen countri reel emerg proof dt polit improv govern amp servic deliveri citizensbut aboutbhagbandadivis spoil,negative
1301959326005735424,@DParapurath @myogiadityanath Arye I'm not from India I don't care about Indian politicians and I don't even know who the hell is this yogi .Mene ek news dekhi this bas..aur itna pata haii @myogiadityanath pe rape murder k case haii.Aur I hate bjp that's all bcuz they're doing politics in the name of religion,ary im india dont care indian politician dont even know hell yogi mene ek news dekhi basaur itna pata haii pe rape murder k case haiiaur hate bjp that bcuz theyr polit name religion,negative
1301941318118043648,#Nepal and #India must resolve their differences via dialogue on proper channel. Both have been friends and have stood by each other for thousands of years. #Kpsharmaoli must not allow relations to be spoiled because of #China's politics.,must resolv differ via dialogu proper channel friend stood thousand year must allow relat spoil polit,positive
1301920813323436038,"A descriptive catlogue on laws, politics, people, geography of Nepal in 1802 A.D. I am glad I got to know of this book, and ashamed to find it so late. The book is prelude to Anglo-Nepal war 1814-16. (Sugali Sandhi) Its free on the web for download. https://t.co/VTtwTPX7QW",descript catlogu law polit peopl geographi nepal 1802 ad glad got know book asham find late book prelud anglonep war 181416 sugali sandhi free web download,negative
1301892528573214722,SC directs govt to enact comprehensive pandemic act #Nepal #NepalPolitics https://t.co/oUbxRDpRg9,sc direct govt enact comprehens pandem act,positive
1301891410002456577,WHY BAM DEV IS SO HUNGRY FOR POWER ? ( hope you guy s understand why i wrote in capital letters) #Nepal #Politics,bam dev hungri power hope guy understand wrote capit letter,positive
1301884843769421825,Yubaraj Khatiwada resigns as finance and communication minister #Nepal #NepalPolitics https://t.co/qHsOhHgLDC,yubaraj khatiwada resign financ commun minist,negative
1301878908510322689,".@shringla on Nepal: irrespective of decisions govts take due to politics, our relations have not suffered. On Sri Lanka, our relations will remain close. In summary, as we develop it is imp that neighbourhood develops. @NewIndianXpress @TheMornStandard",nepal irrespect decis govt take due polit relat suffer sri lanka relat remain close summari develop imp neighbourhood develop,positive
1301878897693175808,"“Relationship with #Nepal will not change. It will remain a friendly one. Institutionally it is a unique relation with open borders.Irrespective of ups &amp; downs of politics, actions that govts take in response to their politics,our relation continues”@harshvshringla @ICWA_NewDelhi",relationship chang remain friendli one institut uniqu relat open bordersirrespect up amp down polit action govt take respons politicsour relat continu,positive
1301846197464903681,Constitutional experts at odds over prospect of Shrestha and Gautam becoming ministers #Nepal #NepalPolitics https://t.co/ZqViMYtRTO,constitut expert odd prospect shrestha gautam becom minist,positive
1301842867954966528,"Good analysis for international audience. It would have added value to explain/expose how ""tug-of-war"" of externalities, internal forces and power mongers that have influnced ""Nepal Politics"" and ""Bikas"" at the cost of people. #break #expose #nexus #mafiaism #loots",good analysi intern audienc would ad valu explainexpos tugofwar extern intern forc power monger influnc nepal polit bika cost peopl,positive
1301833035944468480,@MpRambabu dont look followers sir g focus on politics wt happened in nepal ant take care of yr pepole,dont look follow sir g focu polit wt happen nepal ant take care yr pepol,positive
1301793176278114306,"@sab_maya_h @khushi9595 @YogeshM39 @Kavita_Meena78 @Drmahera552 @Golumehra26 My dear brother, Please don't mix Religion and Politics. India got divided coz of this darn mix. I am trying to bring it back. I want India as it was before. India + Pakistan +Afghanistan + Nepal + Myanmar + Bhutan + Shri Lanka.",dear brother pleas dont mix religion polit india got divid coz darn mix tri bring back want india india pakistan afghanistan nepal myanmar bhutan shri lanka,positive
1301786389495705600,"Can't gov function without a leader who had lost in 2 constituency ? Last time, Dahal brought Madhav Nepal into the parliament.who lost in 2 constituency, &amp; now Bamdev G.who have an unpredictable character in politics,what sort of hypocrisy is going on? Respect People’s Mandate.",cant gov function without leader lost 2 constitu last time dahal brought madhav nepal parliamentwho lost 2 constitu amp bamdev gwho unpredict charact politicswhat sort hypocrisi go respect peopl mandat,negative
1301783709453111296,Cabinet meeting underway to recommend Gautam as member of National Assembly #Nepal #NepalPolitics https://t.co/kPWr3pxLFT,cabinet meet underway recommend gautam member nation assembl,positive
1301763200862490624,"Yes, Main difference is this, In india Hinduism become only a slogan for Politics, which politicians are using now a days whereas in Nepal, it is our way of life. No politics, have u hear about any religious clashes in Nepal ?",ye main differ india hinduism becom slogan polit politician use day wherea nepal way life polit u hear religi clash nepal,positive
1301761468497498112,@Swamy39 What about in politics bro ?,polit bro,neutral
1301706811045744640,"Ruling party decision on Gautam is mockery of democracy, experts say #Nepal #NepalPolitics https://t.co/hfpWCDhkLq",rule parti decis gautam mockeri democraci expert say,positive
1301692744625053697,Meanwhile in #Nepal it is politics as usual. Full coverage on Friday's ePaper and online: https://t.co/SJAffqAQMN https://t.co/VuqOL3NTP0,meanwhil polit usual full coverag friday epap onlin,neutral
1301391139279310850,@SadhguruJV Cauvary Calling has set an example how economy and ecology can go hand in hand. We have been unconsious and ignorant about ecology here in Nepal too. I hope we can start something similar here soon. And people in all the other countries do that as well. 😊,cauvari call set exampl economi ecolog go hand hand unconsi ignor ecolog nepal hope start someth similar soon peopl countri well,positive
1301378279685857281,@RahulGandhi Totally failed government jobs economy China Nepal Pakistan Bangladesh relationship worst ever. This government not capable to rule like educated intelligent enough mature enough,total fail govern job economi china nepal pakistan bangladesh relationship worst ever govern capabl rule like educ intellig enough matur enough,negative
1301352716027990017,TKP: Experts paint a bleak picture of the economy as the pandemic hits harder - https://t.co/o7pdqyD8LV,tkp expert paint bleak pictur economi pandem hit harder,neutral
1301350451519123457,"The roads that play a key role in the transportation of goods between China and Nepal have reopened after a temporary disruption from damages caused by the landslides during the rainy season, Chinese Embassy in Nepal said on Sept 2. https://t.co/qMLCADI8n2",road play key role transport good china nepal reopen temporari disrupt damag caus landslid raini season chines embassi nepal said sept 2,negative
1301227093938900993,"@SenRickScott @SpeakerPelosi @SenSchumer Don't discriminate based on my country of birth. My colleagues came – Colombia, Nepal, Pakistan, after me, got their GC &amp; pursue the American dream. I had contributed to Florida Economy more years than them and equally skilled. Please #PassS386 #FLS386rally #S386IsFair",dont discrimin base countri birth colleagu came colombia nepal pakistan got gc amp pursu american dream contribut florida economi year equal skill pleas,positive
1301224444455653377,@callrohit2000 @shen_shiwei Pakistani ar nepal economy is sky rocketed 😄😄😄😄😄,pakistani ar nepal economi sky rocket,neutral
1301217789588525056,@NepalGov issued a notification after pubg ban in India to buy UC at half rate from fellow Indians as it'll help in growing economy. Aur fir puri Duniya ko NEPAL bna denge!🇳🇵 #pubgban #PUBGBANNED #nepal #worldisnepal,issu notif pubg ban india buy uc half rate fellow indian itll help grow economi aur fir puri duniya ko nepal bna deng,negative
1301217340814753793,"#Nepal Association of tour operators called upon #KPsharmaOli govt to quickly come up with a plan to open #tourism or 1.05 million jobs will be lost, most of them permanently. #Tourism industry working on negative cash flow since March. Tourism is the major economy in #Nepal.",associ tour oper call upon govt quickli come plan open 105 million job lost perman industri work neg cash flow sinc march tourism major economi,negative
1301187624082628608,"Path to the moon patented !! If only Nepali business personnels were manufacturers and producers than majority importers. Probably, patent the supply route ? 😂🤭 #NepalEconomy #GrowBusiness #MadeInNepal",path moon patent nepali busi personnel manufactur produc major import probabl patent suppli rout,neutral
1301184783758704640,Grey economy of Nepal! Bullish Share Market!,grey economi nepal bullish share market,positive
1301180077233696774,"Nepal can be technical hub for gaming and IT, If we can use this ""banned apps in India"" as a new revolutionary flourish in technical tourism , This can be digital good economy to us , #pubgbannedinindia",nepal technic hub game use ban app india new revolutionari flourish technic tourism digit good economi us,negative
1301170758262034432,"With no clear plans from #KPsharmaOli govt, #Nepal may remain closed for #tourists until 2020 end. As a major chunk of economy is #tourism dependent, nation will suffer huge losses, specially after #COVID19 lockdown &amp; pandemic.",clear plan govt may remain close 2020 end major chunk economi depend nation suffer huge loss special lockdown amp pandem,negative
1301167671082278912,"@Shafiq09853286 @MbS_Prince_KSA @TauqeerAkram4 @evazhengll @kakar_harsha 750million$ LOAN 😕 Are you serious? It's for development projects what every country takes .. INDIA is a 3.16trillion$ economy with FOREX over 550Billion$ Even our Projects in IRAN, Russia, Myanmar, Malaysia, Bangladesh, Nepal, Bhutan &amp; Srilanka is costing Billions$",750million loan seriou develop project everi countri take india 316trillion economi forex 550billion even project iran russia myanmar malaysia bangladesh nepal bhutan amp srilanka cost billion,negative
1301166705444417539,@thehimalayan The Nepal Authorities &amp; Government are going to make the Economy crash in Nepal. Nepal is fully dependent on Tourism and trade but they Don't care. They really Don't care of the people who have invested huge in Transportation and hotels. Government have no plan except Lockdown.,nepal author amp govern go make economi crash nepal nepal fulli depend tourism trade dont care realli dont care peopl invest huge transport hotel govern plan except lockdown,negative
1301136417381203969,Can foreign aid help improve agriculture and economy in a developing country? This report from Nepal (in Nepali) says that it cannot. @himalkhabar https://t.co/wIYedz4mt9,foreign aid help improv agricultur economi develop countri report nepal nepali say cannot,positive
1301573944290361344,@DharmicFundoo China fights as it has always designated India as enemy coz we r d only major developing power competing with them. China is destroying India - Leftist protests to stall progress/ Naxalism/ Support to Pak Terrorism/ Nepal-Lipulekh/ Trade deficit/ Land grabbing.,china fight alway design india enemi coz r major develop power compet china destroy india leftist protest stall progress naxal support pak terror nepallipulekh trade deficit land grab,negative
1301556036235452417,China is now directly funding anti-India protests along Indo-Nepal border. MSS station chief in Kathmandu recently met leaders of several fringe political groups in Nepal.~Wolf,china directli fund antiindia protest along indonep border mss station chief kathmandu recent met leader sever fring polit group nepalwolf,negative
1301545158970728448,"India should expose the roguish behaviour of the Peoples Republic of China on the international front. @DrSJaishankar Times Now: After ‘military provocations’ in Ladakh, China funds anti-India protests along Indo-Nepal border. https://t.co/WvmfUEZ8j2 via @GoogleNews",india expos roguish behaviour peopl republ china intern front time militari provoc ladakh china fund antiindia protest along indonep border via,negative
1301539055633494016,"After failing in race to capture contested heights in Chushul sector, China has paid Nepali Rupees 2.5 Crore ($213,000) to various organizations based in Nepal to carry out anti India protests along the 1,700 kilometre long Indo-Nepalese border. https://t.co/WDigMOGDEC",fail race captur contest height chushul sector china paid nepali rupe 25 crore 213000 variou organ base nepal carri anti india protestsalong 1700 kilometr long indonepales border,negative
1301538909529149440,"Good try, some unemployed are gonna find money💰 &amp; a days work @kpsharmaoli. Send our #Lutyens gang, #JNUcartel to #Nepal border, they are a good match, both shall fight &amp; protest against each other. @PMOIndia @narendramodi @BJP4India @republic @TimesNow @HMOIndia @kathmandupost",good tri unemploy gonna find money amp day work send gang border good match shall fight amp protest,positive
1301533856311410688,Hundreds of devotees and riot police clashed when devotees started a procession of Rato Machindranath chariot amid the coronavirus pandemic lockdown. 📹epa-efe / @Narendraphoto #Nepal #RatoMachindranath #protests #lalitpur #covid19 #epaphotos #photojournalism https://t.co/CHSoqzn7Dw,hundr devote riot polic clash devote start process rato machindranath chariot amid coronaviru pandem lockdown epaef,negative
1301530096914767872,"Times Now: After ‘military provocations’ in Ladakh, China funds anti-India protests along Indo-Nepal border. https://t.co/qwsrhHKLsd via @GoogleNews",time militari provoc ladakh china fund antiindia protest along indonep border via,negative
1301528397680537601,#China Funding #AntiIndia #Protests on #Nepal #Border Read More: https://t.co/uqfTIarQfq Pic : Representation Only https://t.co/PUMtV2gGoF,fund read pic represent,neutral
1301521749301891073,@arunbudhathoki Democracy in Nepal! Youths of Nepal: First BS protest and now this 🤦‍♀️ and social media ma “COVID Nepali govt ko mismanagement le garera failiyo”! Most corrupt citizens in the world!,democraci nepal youth nepal first bs protest social media covid nepali govt ko mismanag le garera failiyo corrupt citizen world,negative
1301514603877281795,@invincibleidea @ians_india @RepublicaNepal @MofaNepal @NepaliTimes @EONIndia Nepal under Communists behaving like a slave of china has become laughing stock. Protests shall harm #Nepal unilaterally without any impact on #India. At last India shall deport all Nepalis.,nepal communist behav like slave china becom laugh stock protest shall harm unilater without impact last india shall deport nepali,positive
1301514172086194176,"China Funding Anti-India Protests Along Nepal Border, Indian Intelligence Claims https://t.co/8IQw6VUZM7",china fund antiindia protest along nepal border indian intellig claim,positive
1301506817038589953,Dr KC postpones protest https://t.co/a9VWGH6FUC #Khabarhub #Nepal,dr kc postpon protest,negative
1301505398562648065,"After ‘military provocations’ in Ladakh, China funds anti-India protests along Indo-Nepal border https://t.co/5EDZzPGM5I",militari provoc ladakh china fund antiindia protest along indonep border,negative
1301505201099112449,"Nepalese devotees and riot police clash ahead of the Rato Machindranath chariot festival procession in Lalitpur, Nepal, 03 September 2020. 📷 epa-efe / @Narendraphoto #protests #lalitpur #covid19 #epaphotos #photojournalism https://t.co/oaS0wxGmx4",nepales devote riot polic clash ahead rato machindranath chariot festiv process lalitpur nepal 03 septemb 2020 epaef,neutral
1301496110813458434,"Nepal paid NGO by china may protest against ART 370 , CAA in coming days.",nepal paid ngo china may protest art 370 caa come day,negative
1301494655385776130,Alert on Nepal boarder. China has paid Rs 2.5 crore to several organisations in Nepal to hold protests and demonstrations against India along the Indo-Nepal border.,alert nepal boarder china paid rs 25 crore sever organis nepal hold protest demonstr india along indonep border,positive
1301107734033707009,@DSA_Lenworth Sorry what political economy? How do they not understand it please explain?,sorri polit economi understand pleas explain,negative
1301103378806702083,"The latest economic projections suggest that the effect of pandemic in global economy will be dramatic, especially with a potential vaccine still several months away to reach to the general market. #FACTSNepal https://t.co/PEjmHhzhUK",latest econom project suggest effect pandem global economi dramat especi potenti vaccin still sever month away reach gener market,neutral
1301069647920336896,@cr7daafan @RiteshK17153947 Idiot that was the growth rate of 2016. Why r u dwelling in past. Look at the present. Even before lockdown there was a slowdown in the economy. Unemployment rate was at 55 year high. India’s ranking in global hunger index was poor than Pakistan and Nepal and Bangladesh,idiot growth rate 2016 r u dwell past look present even lockdown slowdown economi unemploy rate 55 year high india rank global hunger index poor pakistan nepal bangladesh,negative
1301043349428854784,"@manaman_chhina Of course. Let’s also not forget the small matter that India has sheltered thousands of Tibetan refugees, enabled Dalai Lama to keep the resistance flag flying. Also hugely supports Nepal economy and citizens. Let’s not undersell India.",cours let also forget small matter india shelter thousand tibetan refuge enabl dalai lama keep resist flag fli also huge support nepal economi citizen let undersel india,positive
1301019867357704192,"@amitmalviya So as per Amit Malviya India’s economy has tanked due to soaring popularity of Modi India’s unemployment is at 45 year high due to the mass appeal of Modi China , Pak &amp; Nepal are hitting India hard due to the immense Respect Modi has 😴😴😴",per amit malviya india economi tank due soar popular modi india unemploy 45 year high due mass appeal modi china pak amp nepal hit india hard due immens respect modi,positive
1301001813575884801,"@jainendrajeevan @Maddienep1 Well you can read the book by Joseph Stiglitz (Civilization and its Discontents), you can follow Noam Chomsky who has described it very well. I think that would be much better than me. The policy sees the regulation by government as the biggest problem to liberal economy.",well read book joseph stiglitz civil discont follow noam chomski describ well think would much better polici see regul govern biggest problem liber economi,positive
1300985740680024065,@jainendrajeevan @Maddienep1 Commission is one of the reason. The main reason is that the government cannot fund in industrial production in a neo-liberal economy. It can only allow private organizations to do it. And we do adhere the neo-liberal policy that comes from the IMF and World Bank.,commiss one reason main reason govern cannot fund industri product neoliber economi allow privat organ adher neoliber polici come imf world bank,positive
1300886109623255040,@andrewgeorge002 Pls make me understand this also. OTHER ISSUE 1. COVID 2. JOBLESS YOUTH 3.EIA NOTIFICATION 4. CHINA INTRUSION 5. NEPAL NEW POLITICAL MAP 6. CRIME RATE INCREASE IN UP 7. EXAMS IN PANDEMIC 8. PSU PRIVATISATION 9. PM CARES 10. FALLING ECONOMY 11. FLOOD DEVASTATION OF ASSAM &amp; BIHAR,pl make understand also issu 1 covid 2 jobless youth 3eia notif 4 china intrus 5 nepal new polit map 6 crime rate increas 7 exam pandem 8 psu privatis 9 pm care 10 fall economi 11 flood devast assam amp bihar,negative
1300824013699125250,"@Nikki_Suze Hi Susan Nepal's economy has severely affected by the pandemic Tourism is one of the industries that has been hit hardest in the coronavirus crisis. Currently, the government reimposes a countrywide lockdown, restrictions measures are in place as Covid-19 cases continue to rise.",hi susan nepal economi sever affect pandem tourism one industri hit hardest coronaviru crisi current govern reimpos countrywid lockdown restrict measur place covid19 case continu rise,negative
1300798412921561088,@ASg1956 @hisamuddink51 @gops33 @narendramodi I don’t deny that because the economy was in doldrums just after silly act of demonising the currency without any prior planning and to benifit a few only. This act even effected our foreign relations specially with Nepal which distanced itself from us.,dont deni economi doldrum silli act demonis currenc without prior plan benifit act even effect foreign relat special nepal distanc us,positive
1300785477734334464,"@kpsharmaoli Bangladesh born: 1971 Nepal: remained independent time immortal. In mere odd 50 years, BD is the fastest growing economy in Asia with a formidable military strength. And, we beg for basic amnesties.",bangladesh born 1971 nepal remain independ time immort mere odd 50 year bd fastest grow economi asia formid militari strength beg basic amnesti,positive
1300777941895315458,"Mr. @AdhikariMaha, Governor, @RastraBank in his Keynote Speech called the #MSMEs sector as the growth engine of Nepal’s #economy. Highlighting on the recent policy measures, he assured the industry that #Nepal’s MSMEs are on way to emerge stronger . @IndiaInNepal",mr governor keynot speech call sector growth engin nepal highlight recent polici measur assur industri msme way emerg stronger,positive
1300772272463130626,@KusakveYol #China #BeltAndRoad will destabilize SouthAsia economy. #Bangladesh #Pakistan #Nepal will be worst hit.,destabil southasia economi worst hit,negative
1300767672867545088,"@PravinSawhney Less of what Rahul Gandhi has been passing on to you. 😭😆 except for Pakistan, which other neighbour has a problem with us? Sri Lanka has recently chosen its side, Mauritius as well, other than Nepal who are you referring to? About Economy, Its called COVID PANDEMIC.",less rahul gandhi pass except pakistan neighbour problem us sri lanka recent chosen side mauritiu well nepal refer economi call covid pandem,negative
1300707728420036608,1. Economy downfall(gdp=-24%) 2. Unemployment all time high. 3. China encroached our land. 4. Nepal and Pakistan claim aur land 5. Covid-19 cases 80000 per day But #ModiHaiToMumkinHai https://t.co/ktmivKE4lf,1 economi downfallgdp24 2 unemploy time high 3 china encroach land 4 nepal pakistan claim aur land 5 covid19 case 80000 per day,negative
1300703410811879426,"@BhimarjunPhD Even Pakistan did better than Nepal. You have to know your ground before copying others. We have pushed our economy in doldrums, collateral damage is much higher than corona damage. But rest assured, same mistake will be repeated again.",even pakistan better nepal know ground copi other push economi doldrum collater damag much higher corona damag rest assur mistak repeat,negative
1300698809756917766,"As per the GDP data released by India on Monday, the Indian economy has contracted by 23.9% in the last quarter, the worst contraction since records began in India, due to #COVID19Pandemic Learn more https://t.co/nSnTzACnN9 #NumberThatMatters https://t.co/MKWvPwh2BF",per gdp data releas india monday indian economi contract 239 last quarter worst contract sinc record began india due learn,negative
1300695835403931648,@ashishneeraj True that.Seems the situation will worsen.We might have a full fledged war As of now someChinese territory is in our control and huge Indian regions in theirs Saying that what if war actually happens.We might get three sided attack byPakChina&amp;Nepal and our economy is in bad shape,true thatseem situat worsenw might full fledg war somechines territori control huge indian region say war actual happensw might get three side attack bypakchinaampnep economi bad shape,negative
1300690066717552640,"@santoshpokharel It makes clear: Nepal economy is nothing without provident fund. Most banks, insurance co, hydros, airlines(NAC), NEA require Fund from PF to do mega business.",make clear nepal economi noth without provid fund bank insur co hydro airlinesnac nea requir fund pf mega busi,positive
1300663108135014402,TKP: India's recovery to take time after economy shrinks 24% in June quarter - https://t.co/yM31AyAyJ5,tkp india recoveri take time economi shrink 24 june quarter,neutral
1303704640647606272,"Happy to meet and discuss with grandson of U Aye Pe, #Ambassador of #Myanmar to Nepal during 1908s. Also, happy to learn on contemporary Myanmar #politics. https://t.co/jk7h0jxdhF",happi meet discuss grandson u aye pe nepal 1908 also happi learn contemporari myanmar,positive
1303703082799427584,"In a parallel universe, we Indians are still struggling to deal with •Corona Cases •Rapes •Rampant Corruption &amp; politics •Economic Crisis •Foreign Aggression-china/nepal/pak •Hunger and Poverty •Education of the… https://t.co/Ig83bJWIJ5",parallel univers indian still struggl deal corona case rape rampant corrupt amp polit econom crisi foreign aggressionchinanepalpak hunger poverti educ,negative
1303701989205970951,"@yasiraq @Markhorwarior @siasatpk @MaleehaHashmey You should know about recent world politics and the value of Pakistan in it, especially in Asia. All eyes are on Pakistan. You should know the views of China, Russia, Iran, Sri Lanka, Nepal, Bangladesh and other countries about Pakistan.",know recent world polit valu pakistan especi asia eye pakistan know view china russia iran sri lanka nepal bangladesh countri pakistan,positive
1303669366664224769,Podcast Curious Samvad has brought to you its first episode among you on Politics and its effect on civilians of Indo-Nepal. We believe that you will enjoy it. https://t.co/ErXQvt9cU6 https://t.co/rsgQ672Ly4,podcast curiou samvad brought first episod among polit effect civilian indonep believ enjoy,positive
1303642821254029312,Ignore the politics. Follow the data &amp; the science. Sobering projections from @IHME - which help us @AdaraGroup to get ready in #Nepal and #Uganda for all that lies ahead. And check out the powerful impact on the curve when we #MaskUp. We can beat #COVID19 - together. 😷 😷 😷,ignor polit follow data amp scienc sober project help us get readi lie ahead check power impact curv beat togeth,positive
1303355302130020356,@hikmatjungkarki Youth are not capable to take over from old gds at Nepal politics.. Intelligent and daredevils r preferred to go to foreign land at early age dueto various issues.. And leftover youths doesn't have vision so not able to carry out lighting strike within a party to reach at top.,youth capabl take old gd nepal polit intellig daredevil r prefer go foreign land earli age dueto variou issu leftov youth doesnt vision abl carri light strike within parti reach top,positive
1303345595529142272,"@samikshainfotec @CThakurji @subedi_malati @suturmurga777 @globaltimesnews Well i like india too, have visited many times.. i just don't like they try treating nepal as if its own state.. well for sharing culture religion &amp; trade, its ok but when india interferes with internal matters &amp; politics thats the line india keeps crossing",well like india visit mani time dont like tri treat nepal state well share cultur religion amp trade ok india interfer intern matter amp polit that line india keep cross,positive
1303335999301328896,"If i had a corrupt minister of Nepal as a father, i would have been a brat!! I would have a money in the world. #nepalpolitics #nepalnews #curroption #nirmalshresthazzz",corrupt minist nepal father would brat would money world,neutral
1303330379256885253,"Find our episodes chronicling the #history, #politics, and #socioeconomic state of #Nepal on your favorite podcast streaming platforms #audioatlas #podcast #geopolitics #nepalindiaborder #SouthAsia https://t.co/QOAU4hSFPU",find episod chronicl state favorit podcast stream platform,positive
1303328583650127873,"If it goes into a war it will be a world war , China will be divided into three parts, Pakistan in four and India will have lesser population ( as they will try to revolt from inside). In the end everything will become Nepal.",goe war world war china divid three part pakistan four india lesser popul tri revolt insid end everyth becom nepal,negative
1303325371123728386,@samikshainfotec @CThakurji @subedi_malati @suturmurga777 @globaltimesnews This is why Im asking indians 2 stay away frm nepali politics or interfering... U guys don't know shit... Maoist were the one who raised the issue of inclusion of all marginalised groups like madeshi and dalits.. but establishment in nepal were reluctant to drop the power....,im ask indian 2 stay away frm nepali polit interf u guy dont know shit maoist one rais issu inclus marginalis group like madeshi dalit establish nepal reluct drop power,negative
1303269137553055746,"I am an honest husband who also promotes #SPIRITUAL #Tourism in #Nepal #bhutan Spirituality is my way of life and I also follow #Buddhism and #Hinduism practices. I believe on the wide #impact not only followers. Out of crazy politics and narrow borders, I #love everyone",honest husband also promot spiritu way life also follow practic believ wide follow crazi polit narrow border everyon,positive
1303264038537719810,@nepnews247 But it doesn't comes under Nepal Politics. Its their Internal matter.,doesnt come nepal polit intern matter,neutral
1303262786156457985,"Sometimes it seems as if some YouTubers have come and questioned the effectiveness of the media. Similarly, Nepal's politics and political leadership were somewhat right when Nepal's state power was vested in social media. It was dim.",sometim seem youtub come question effect media similarli nepal polit polit leadership somewhat right nepal state power vest social media dim,positive
1303249439776104449,@cinahistory U have no idea.. There is no permanent in Geo politics . Nepal can be taken care.. China was never India ' s friend . Now we at least know the truth. Nehru was appeasing to China..,u idea perman geo polit nepal taken care china never india friend least know truth nehru appeas china,positive
1303231560557015041,@cmprachanda please let's us die peacefully . Take a retirement form politics for shake of Nepal and Nepali . U have everything which we innocent Nepali can't even dream. We ar hating ourself to make u win a elections ..😭😭😭,pleas let us die peac take retir form polit shake nepal nepali u everyth innoc nepali cant even dream ar hate ourself make u win elect,positive
1303225656831078401,@Gaveyp90Joe @RespectIsVital Certainly not Left wing. They’re almost exclusively supportive of centre right politics. Not enough investigative journalism or reporting of news that criticises likes of Saudi UAE Israel Libya and under reporting of what’s going still in Syria in China with Uighurs Nepal Tibet,certainli left wing theyr almost exclus support centr right polit enough investig journal report news criticis like saudi uae israel libya report what go still syria china uighur nepal tibet,positive
1303191943187329025,@Irmaknepal Nepal is a free country. Nepalese have every right to their land. China has no right to interfere in Nepal politics. China should not treat Nepal as a puppet. Nepal has remained free from British &amp; It will remain free in future too.( India will help),nepal free countri nepales everi right land china right interfer nepal polit china treat nepal puppet nepal remain free british amp remain free futur india help,positive
1303167350066180098,"@ArunDix05471372 @ks_9989 @CNPakWW The first picture is of Nepal, but it's not because China got involved in the internal politics of Nepal like India does but because of the Chinese incident that happened in kathamandu few months back.",first pictur nepal china got involv intern polit nepal like india chines incid happen kathamandu month back,positive
1303160170499977218,"I left Nepal because of so called political unrest and terrorism. There are thousands of people like me leaving Nepal because of Nepali failed leadership and their activity. Corruption and visionless politics are undermining democracy, patriotism and eco…https://t.co/7Xy7jdNipI",left nepal call polit unrest terror thousand peopl like leav nepal nepali fail leadership activ corrupt visionless polit undermin democraci patriot eco,negative
1303812669699432448,"Chinese Army showing Indian Army who’s boss. This has deep implications for Nepal, which as a result of China’s new-found confidence will be thrown under the bus by the western powers who support India’s government.",chines armi show indian armi who boss deep implic nepal result china newfound confid thrown bu western power support india govern,positive
1303776446243053571,#China hands over the historic Durbar High School in #Nepal which was damaged in the #GorkhaEarthquake and reconstructed with full assistance from the Chinese government.https://t.co/ecUQWhFnXw,hand histor durbar high school damag reconstruct full assist chines govern,negative
1303771164335054848,Nepal government is reviving tourism by giving priority to Indian tourists https://t.co/vskFWvTLEY,nepal govern reviv tourism give prioriti indian tourist,positive
1303747867081752576,The government is planning to open domestic flights from September 17 https://t.co/W6dh9TuXOC,govern plan open domest flight septemb 17,neutral
1303739551169622021,They killed Sushant they killed disha saliyan and they want to killed Kanagana Ranaut they have to pay back for it do something for this shameless government world watching this shamefull shit Kangana Fan from Nepal🇳🇵@kanagana_team #DeathOfDemocracy,kill sushant kill disha saliyan want kill kanagana ranaut pay back someth shameless govern world watch shameful shit kangana fan nepal,negative
1303732272529510402,"Other Country. Government :Services Provider. In Nepal. Government :Poverty, Hunger,Pain, Suicide Provider .",countri govern servic provid nepal govern poverti hungerpain suicid provid,negative
1303724372432044032,@republic Immediately release Republic reporters and driver unconditionally. India is ashamed to have a Maharashtra government like this one. Shame!!,immedi releas republ report driver uncondit india asham maharashtra govern like one shame,negative
1303711679394570243,"@MeenaDasNarayan @Freak4Salman Are U live in isolated bubble Really,trend worldwide,Iindia,Nepal,Bangladesh All Army&amp;Modi sir government Wish him happy birthday as atrue patriotic&amp;goldenHeart Uhave aserious issues mam,take achill pill&amp;relax honey🤗 #HappyBirthdayAkshayKumar HBD MINI INDUSTRY LONG LIFE KHILADI https://t.co/68PZXfPwU5",u live isol bubbl reallytrend worldwideiindianepalbangladesh armyampmodi sir govern wish happi birthday atru patrioticampgoldenheart uhav aseri issu mamtak achil pillamprelax honey hbd mini industri long life khiladi,positive
